Idade,Renda,Tempo_Cliente,Interacoes,Compra
65,3012,5,34,0
44,11002,2,35,1
65,7242,9,33,0
41,12800,7,45,1
35,9495,6,17,1
44,2096,1,40,1
58,13220,3,1,1
38,12810,5,21,1
68,14234,5,36,0
51,2166,5,2,0
50,5309,3,46,0
65,8884,4,37,1
35,3352,6,47,0
20,6533,3,2,0
41,9084,8,8,1
18,6848,3,20,1
23,9536,4,38,1
36,1743,6,21,0
39,10813,7,27,1
68,3541,3,10,0
60,6800,9,12,1
25,11114,5,38,1
22,2148,5,16,1
69,12080,9,27,1
26,14547,3,31,0
64,13142,2,3,1
38,9848,3,20,0
45,5712,5,42,0
63,1775,7,49,0
21,10861,7,19,0
41,7207,3,16,0
25,11199,9,29,1
69,13789,8,40,0
34,10851,5,8,0
51,8178,2,20,1
37,9798,4,5,1
33,12895,8,31,0
27,1429,8,33,0
51,12564,1,0,1
60,10196,1,32,1
27,14557,4,30,1
47,2612,6,19,0
47,13381,3,7,1
68,11554,1,45,1
42,11392,4,37,0
63,14551,6,45,1
60,11379,5,30,0
58,10812,1,9,1
24,5311,4,37,1
64,12033,6,29,1
37,5465,6,25,1
34,10163,6,10,0
20,3288,9,21,0
64,14268,8,13,1
63,10750,7,20,1
57,3368,4,24,1
53,3092,3,22,1
43,8753,3,33,0
27,13901,3,17,1
51,9111,5,18,1
31,1283,6,9,0
25,11226,4,24,1
44,12847,1,22,1
27,12816,7,15,1
67,11006,7,32,1
32,14523,1,30,1
54,9863,3,38,1
39,3134,6,14,0
62,8174,4,12,1
67,2482,5,29,0
48,7326,9,27,1
19,14639,9,5,1
62,3346,6,26,0
48,7541,1,40,1
31,1013,6,12,0
27,7243,2,15,0
47,1755,7,5,1
53,9360,2,46,0
64,3279,2,39,0
57,2134,8,42,0
32,3661,8,8,0
31,5824,5,1,1
48,1239,6,1,0
46,3287,7,36,1
44,5365,9,37,0
38,3587,7,22,0
26,2309,9,6,0
37,7478,5,4,0
52,14877,1,10,1
32,1442,4,24,0
41,9916,7,2,1
66,1907,2,33,0
33,2526,9,32,0
53,11609,2,20,1
28,10335,1,33,1
25,9266,5,33,0
20,3470,2,18,0
36,1069,6,28,0
63,5840,2,26,1
58,7414,6,19,0
20,13257,6,41,0
53,9323,2,34,1
42,10313,2,41,0
53,13389,6,30,1
28,8595,9,11,1
68,10382,4,35,1
33,2128,4,42,0
34,1597,2,43,0
59,10764,4,49,0
41,6561,7,12,1
34,9863,4,40,1
65,5730,6,32,0
37,6019,5,13,1
39,7105,7,16,1
23,4715,3,39,0
24,4337,3,15,0
31,13058,5,10,1
28,3899,4,36,0
29,7563,5,11,1
63,3308,1,46,0
22,14745,4,11,1
22,3463,6,10,1
37,6474,7,23,0
32,4990,8,30,0
43,12724,5,30,1
50,3748,2,25,0
47,6504,2,35,0
41,11782,3,44,0
40,14586,4,22,1
26,12222,6,15,1
20,12573,5,7,1
53,8073,5,25,0
65,10903,9,30,1
24,13336,9,19,1
39,13731,3,31,0
31,9363,9,22,1
65,14217,1,31,1
46,12229,4,28,1
67,6943,8,11,0
33,4401,9,36,0
65,5101,5,16,1
51,8755,2,29,1
27,2227,8,2,1
24,3416,8,0,0
42,1721,9,15,0
44,12811,6,2,1
32,1930,9,48,0
49,11520,8,3,1
45,10270,5,34,0
26,6288,4,0,1
24,12576,7,5,1
33,12157,6,42,0
43,12741,4,39,1
52,3475,2,29,0
34,10727,9,5,1
40,9604,4,36,0
25,1838,3,36,0
19,4687,6,49,0
48,2026,2,24,0
69,12860,8,41,0
49,13972,9,45,1
46,3835,4,22,0
20,7472,7,46,0
25,7376,1,14,0
19,6795,2,26,0
48,9251,4,4,1
68,1589,5,1,1
66,11769,8,37,0
54,4168,2,30,0
37,3034,2,41,0
46,6185,5,39,1
34,13260,2,49,1
27,6150,3,29,1
58,6077,9,44,0
39,1776,9,38,0
23,9339,6,18,1
60,9238,9,3,1
51,10459,8,26,0
48,2501,3,8,0
29,10810,8,28,1
29,7499,7,6,1
33,2664,9,41,1
42,7596,7,4,1
39,7665,5,30,1
44,13232,5,38,0
41,7320,4,33,0
29,12195,2,40,1
35,3022,5,19,0
62,9401,4,28,1
64,8209,1,11,1
33,8291,2,27,0
21,13474,2,39,1
29,14336,9,37,1
66,10379,2,27,1
50,9030,7,10,1
39,4053,3,8,1
35,1034,2,30,0
65,3043,8,23,0
50,10468,2,37,1
44,13762,9,12,1
59,5854,3,21,1
36,13757,9,23,1
65,3954,3,19,1
31,9455,9,41,0
42,10320,6,11,1
51,4291,2,36,0
41,14054,1,28,1
55,9598,3,36,0
40,11885,7,35,0
22,10421,3,39,1
61,7779,3,10,1
53,14527,7,13,1
41,3111,7,29,0
53,4016,4,22,1
22,7957,1,15,0
56,10063,8,30,1
23,5133,8,20,1
62,5855,6,20,0
53,5760,1,20,1
62,13509,3,38,0
21,14653,6,23,1
27,5865,6,16,1
69,1472,1,26,0
18,8703,7,16,1
38,12769,2,49,0
57,5674,8,37,0
56,4832,6,8,1
54,5330,1,31,0
20,3141,2,47,0
64,3908,6,39,0
48,12078,2,5,1
44,7332,4,47,0
34,13936,9,17,1
40,14996,3,21,1
30,5111,5,44,1
64,2398,3,36,0
44,9555,8,28,0
68,9935,5,23,1
37,4469,6,30,1
63,3457,6,41,0
30,7317,4,1,1
61,4684,4,7,0
41,3233,1,49,0
58,13233,6,45,1
20,1469,4,5,1
60,6499,6,28,0
27,9503,8,35,1
18,9029,9,22,1
66,12039,9,39,0
30,12341,1,32,1
31,13822,5,15,1
50,7672,7,35,0
19,11361,1,27,1
19,5323,6,23,1
56,1988,1,42,0
58,2431,6,48,0
48,14486,7,3,1
21,7696,5,47,1
51,13302,2,12,1
36,1213,2,43,0
54,13890,6,27,0
26,13339,6,29,0
41,6025,1,21,0
30,8483,9,30,0
61,13344,7,6,1
47,10504,8,12,1
36,4220,2,38,0
58,11647,6,28,1
27,5627,9,37,0
68,4440,1,27,1
59,6732,5,16,1
61,3404,8,23,0
31,9891,4,13,1
57,8597,1,6,1
65,6152,7,49,0
66,10758,1,0,1
37,13961,7,48,0
21,8957,7,4,1
55,8017,7,10,1
61,10501,5,46,1
67,5612,4,20,1
56,1680,4,27,0
22,10900,1,12,1
59,5822,2,35,1
49,4900,7,33,1
23,11356,8,30,0
31,5364,8,20,1
23,2787,9,6,1
31,1717,7,46,0
29,9912,1,29,1
44,12426,8,41,0
43,4857,7,30,1
29,9062,2,25,1
25,3187,6,22,0
27,13150,3,44,0
33,4752,5,30,0
69,13431,6,32,0
43,11461,6,23,1
25,1780,8,9,0
58,14179,8,3,1
62,1629,9,34,0
46,6729,1,34,1
37,5530,4,9,1
34,6664,1,46,0
36,8621,6,12,1
34,4921,3,46,0
56,8234,5,26,0
18,12269,9,45,0
69,4312,3,18,1
46,12318,2,33,1
31,3430,8,38,0
34,7577,7,43,1
30,12733,1,27,1
46,12334,9,31,1
51,10821,4,27,1
44,2473,6,19,1
63,9671,7,21,1
50,14454,8,25,0
46,3069,4,23,0
54,1560,9,1,1
56,3695,1,2,1
36,14703,8,15,1
63,8910,9,39,0
41,11851,4,26,0
31,8460,5,15,0
64,11951,2,8,1
54,3003,5,31,1
22,13408,3,18,1
41,11978,9,17,0
51,4992,5,20,1
67,2461,5,2,0
48,14038,7,23,1
47,14076,9,27,1
26,14412,5,20,0
44,1894,9,3,1
45,10198,7,46,1
59,13474,6,0,1
43,6278,6,26,0
35,1517,4,17,0
53,7825,9,36,0
25,9054,9,19,1
35,6299,3,29,0
37,8379,4,47,1
49,2000,1,33,1
46,4747,9,4,1
66,9831,6,16,1
65,1729,3,19,1
35,13940,2,37,1
24,9624,8,16,1
18,7787,6,11,1
45,4937,3,30,0
50,3810,3,19,1
67,3937,8,10,1
21,5196,1,30,0
37,7463,3,23,0
69,2121,5,49,0
53,14135,5,25,1
48,3326,8,39,0
55,11070,6,14,1
45,14454,3,10,1
20,4416,4,27,0
23,6980,4,40,0
62,12134,6,34,0
40,10806,9,42,1
24,8522,8,40,1
53,13717,7,37,1
18,2062,9,11,0
23,8470,9,32,0
41,11664,6,15,0
54,6467,9,12,0
62,13716,8,20,1
68,14597,3,47,1
53,5550,6,17,1
41,6443,4,13,0
55,9710,3,18,1
62,4424,5,7,1
46,6934,8,29,1
54,6422,7,11,1
62,1209,7,10,0
49,13878,2,4,1
42,14181,7,47,0
27,10058,1,27,1
52,4940,6,37,0
42,8300,7,8,0
44,1175,2,33,0
62,8254,8,4,1
49,5856,8,10,0
29,4529,6,23,0
21,9408,7,21,0
59,6525,5,15,0
43,3910,5,39,0
20,14718,8,1,1
34,1603,2,20,0
26,14740,4,0,1
46,10934,7,25,1
18,12495,8,8,1
35,1819,4,39,0
58,8597,6,48,1
37,2061,3,44,0
58,11663,7,44,1
51,12662,2,49,0
68,4012,1,19,1
45,3955,5,6,1
65,11818,4,30,1
52,1184,5,38,0
33,4448,9,8,1
38,7418,1,12,0
30,9793,8,4,1
52,2309,3,26,0
59,2371,7,18,0
49,11958,3,41,1
67,13817,5,41,0
55,2012,7,14,1
23,11046,6,18,0
67,1006,2,28,1
55,9379,3,27,1
55,5045,9,13,1
30,2623,6,49,0
63,10331,2,49,0
56,9254,5,13,1
30,9632,9,14,1
64,2367,4,18,0
29,1586,2,15,0
50,1378,2,34,0
45,14994,4,35,0
20,10447,7,32,1
35,3487,5,38,1
43,11633,7,36,1
57,4946,4,48,1
19,1736,1,19,1
21,4347,4,23,1
67,10065,5,38,0
45,13991,6,24,1
45,4238,4,33,0
42,9149,7,9,1
43,9290,4,23,1
62,11651,4,16,1
64,12491,6,41,0
19,9605,1,41,0
59,1313,9,40,0
51,11565,6,46,0
47,7272,4,13,1
38,10977,4,15,1
61,8619,9,25,1
54,2432,9,40,0
61,13710,6,30,0
40,13517,5,0,1
50,10786,1,6,1
19,13964,9,30,1
44,12775,6,26,1
65,14003,9,3,1
39,1337,2,24,0
51,5341,8,40,1
33,8816,7,29,0
37,1557,1,1,1
43,5299,6,46,0
33,8048,8,17,1
23,2216,1,38,0
62,13102,3,43,0
61,4430,1,23,0
40,6673,4,28,0
59,13961,4,40,1
54,9927,6,15,0
25,12517,6,30,1
23,11523,2,27,1
54,3265,7,43,0
69,14923,7,42,1
39,5668,6,34,1
23,12815,9,49,1
49,9373,4,15,0
34,6690,8,22,0
55,6069,2,13,1
34,14228,4,32,1
54,14534,7,41,0
40,1207,7,9,0
66,11662,4,10,1
66,2193,9,4,0
30,5234,2,20,1
49,13541,6,27,0
39,2189,3,3,1
24,5664,2,7,1
39,2658,1,39,0
38,8563,8,29,0
23,1425,2,32,0
31,12769,4,44,0
33,14448,3,39,0
20,10621,8,42,0
26,6029,7,31,0
64,6064,4,34,1
38,5857,6,32,1
67,1568,5,36,0
47,11818,2,17,1
47,1230,7,41,0
59,1994,9,36,0
59,10848,8,17,1
49,5039,7,28,0
40,6919,6,8,1
20,9981,2,2,0
18,14703,6,31,0
20,3625,1,11,1
54,14581,6,45,1
24,10228,7,30,1
20,5438,4,32,0
53,2612,7,0,0
66,9530,9,31,1
20,8202,1,32,0
21,7041,4,46,0
48,1585,4,23,0
19,6605,4,0,0
31,1421,1,34,0
54,10505,7,29,1
48,2313,8,21,0
19,14330,7,11,1
48,4842,2,33,1
64,14939,4,9,1
60,8459,2,26,1
39,8939,7,3,0
27,7521,4,37,0
69,2177,7,39,1
47,10930,6,13,0
50,2666,3,29,0
36,13415,9,44,1
63,5528,8,3,1
42,7957,7,46,0
63,9706,3,0,1
18,4329,5,44,0
49,6461,8,29,0
42,5597,2,28,1
58,10180,4,49,1
34,13704,5,3,1
31,13387,2,13,1
62,10609,6,45,0
30,5974,7,4,0
55,6172,8,33,0
56,7571,4,13,0
19,11917,5,15,1
49,11388,3,47,0
49,3014,5,6,0
57,7818,6,8,1
23,9642,4,8,1
42,14906,6,38,1
20,9725,9,21,0
35,7675,4,43,1
67,12107,7,2,1
55,5818,8,15,0
60,14677,3,8,1
20,14635,7,13,1
65,14151,9,42,1
22,2543,1,34,0
41,10010,1,32,0
51,2689,7,25,0
64,6682,2,5,1
65,3293,8,18,1
56,10664,6,17,1
65,11393,2,4,1
41,9437,4,20,0
53,10006,7,34,1
45,4114,8,39,0
65,9584,5,40,0
66,5258,2,17,1
51,13753,2,19,0
33,5607,4,34,1
53,10362,3,38,0
24,14135,7,39,0
35,12419,5,2,1
23,11754,5,6,1
67,3193,8,8,0
45,12775,1,24,1
56,12532,6,19,1
51,8578,6,8,1
68,8411,4,8,1
58,11535,7,14,1
46,7950,9,29,1
21,11553,9,15,1
31,3616,8,35,0
22,11716,1,22,0
42,10334,9,17,1
56,11773,4,18,1
25,12826,3,29,1
32,5569,2,14,0
36,5823,4,49,0
28,1587,7,41,0
37,14777,1,30,1
53,2189,2,12,1
35,13767,1,4,1
31,14694,6,24,0
55,9252,7,19,0
42,11032,8,31,0
33,10494,2,26,1
35,7915,1,16,1
18,13875,2,43,0
57,13496,8,48,0
18,1036,5,22,1
18,10349,6,3,1
68,8918,4,16,1
38,5830,3,2,1
42,8315,9,3,0
44,3959,5,48,0
27,10612,7,42,0
67,12515,7,14,1
29,14814,7,45,1
45,9698,8,42,1
66,10806,3,47,1
49,10459,1,35,1
50,14117,4,4,1
25,1972,1,44,0
59,14678,4,11,1
43,9641,2,0,1
59,13407,8,49,1
67,12572,6,33,1
58,13921,5,10,1
19,1211,2,43,0
52,3331,3,23,1
51,4601,9,27,1
23,7420,5,42,0
48,10256,2,30,1
40,2446,1,32,1
29,4016,5,31,0
68,2532,3,5,1
45,3953,5,36,0
32,2833,8,27,0
36,7596,4,34,1
29,8482,6,11,1
67,6749,8,39,0
65,3407,3,34,0
19,4305,8,37,0
28,6162,1,45,1
61,14539,4,45,1
54,9065,6,31,0
55,13933,4,22,1
42,2356,7,44,0
60,8659,4,7,1
38,3253,6,42,0
59,13189,4,48,1
53,11328,6,38,1
26,10127,8,13,1
29,2122,2,39,1
27,14348,5,43,1
63,7517,7,7,0
22,8558,5,2,1
50,2509,7,34,0
22,9902,3,40,0
33,1993,4,24,0
54,14667,5,13,1
54,1054,3,27,0
46,10832,6,16,0
35,7729,7,11,1
46,11553,6,21,0
23,4175,6,11,0
35,2756,5,49,0
49,7159,6,9,1
59,6528,6,2,1
64,7172,8,27,0
48,9967,1,30,0
28,7099,2,11,1
43,9547,6,1,1
45,12642,6,13,1
44,11934,7,40,0
36,1563,1,32,0
62,3394,6,40,0
44,3892,8,15,0
37,14209,3,43,1
20,2526,4,9,1
33,5120,1,45,0
56,5187,3,6,1
61,11568,7,44,1
46,7008,9,16,1
32,10753,2,24,1
47,4019,6,29,0
57,5697,7,43,1
66,6806,2,2,1
18,13629,8,1,1
46,3944,2,43,0
47,14759,5,24,1
57,7539,6,40,0
63,4991,1,48,0
49,9733,7,23,1
27,11765,6,34,0
44,8669,4,34,0
68,14718,2,48,1
25,2153,6,6,0
68,12781,9,1,1
53,10938,8,48,0
59,2172,6,41,0
52,10491,5,21,1
53,4732,7,21,1
65,8719,3,26,1
53,4267,9,44,0
42,5504,6,44,0
37,14170,2,10,1
69,6755,5,12,1
62,1070,9,17,0
34,2222,6,4,1
40,5640,9,25,0
42,5914,1,34,0
65,1601,2,26,0
66,2488,9,6,1
48,12353,9,6,0
23,5980,1,8,0
52,12086,5,19,0
69,2811,6,10,1
21,6830,5,10,1
57,14239,3,26,1
37,6687,6,16,1
58,10964,9,35,1
18,1000,4,2,0
62,14478,2,44,0
43,5644,3,2,0
51,6905,7,46,0
27,14255,1,11,0
40,6361,7,19,0
68,3181,7,25,0
66,12515,6,29,1
41,5964,2,43,0
30,11969,1,13,1
46,6191,3,9,1
63,5616,9,34,1
44,10100,5,8,1
48,2922,5,10,1
60,2986,4,6,1
27,8814,4,7,1
48,5042,7,22,1
56,11029,2,6,1
27,12833,7,27,1
41,7939,4,28,0
50,1500,6,33,0
31,11014,1,9,1
52,10523,7,11,0
62,13538,3,17,1
51,12144,9,48,0
34,10818,5,45,0
38,2227,6,18,0
49,3055,6,46,0
20,3155,7,25,0
32,11069,3,46,1
25,13253,1,35,1
49,12056,1,6,1
55,3570,7,31,0
43,10588,2,22,1
47,5481,7,6,0
26,13470,8,15,1
49,8476,1,4,1
28,3969,5,45,0
39,14490,2,40,0
51,8885,3,16,1
58,6110,5,5,1
35,6723,5,24,1
36,4589,2,31,1
35,11083,4,0,1
54,6131,7,49,0
35,2273,6,6,1
29,8544,3,6,1
21,11437,4,15,1
64,4710,7,48,0
60,14759,1,5,1
44,9228,8,30,1
68,3940,8,36,1
22,1420,3,34,0
23,4079,6,13,1
30,13407,2,33,0
40,5839,8,47,0
59,13000,8,14,1
42,3419,3,41,0
63,3280,6,37,1
21,14741,1,17,1
69,3334,4,37,0
49,9929,9,30,1
61,2418,7,37,0
32,14731,4,36,1
43,5547,3,3,1
59,7800,8,28,1
28,3041,8,12,0
26,10977,6,9,1
28,14583,7,39,1
19,14597,2,33,1
62,10254,3,47,0
44,14867,4,36,1
43,4568,6,33,0
25,14252,2,42,0
38,14799,3,12,1
38,1371,8,31,0
25,11788,3,47,0
18,10194,8,8,1
55,8577,7,33,0
30,6375,9,44,0
26,3523,6,31,0
45,7354,5,19,0
23,5500,2,0,1
64,6650,1,41,0
40,2418,4,47,0
65,13868,7,16,1
53,4201,3,35,0
34,7168,5,10,1
26,9818,8,42,1
29,2821,2,8,0
39,14584,9,1,1
68,13628,5,26,1
69,5307,5,5,1
29,3961,3,0,0
23,2646,2,38,0
61,11191,9,17,0
26,8515,4,37,0
69,3635,5,18,1
54,3343,3,0,0
20,9184,6,45,0
51,6509,5,31,0
25,12351,3,0,1
27,10201,1,13,0
64,6008,3,16,1
58,4218,3,8,1
59,6998,5,42,0
60,13342,9,38,1
26,6723,4,8,1
31,12004,2,10,1
54,4740,1,10,0
44,5976,7,25,0
58,7069,9,8,1
49,5038,6,34,0
21,7098,9,8,0
19,4834,4,7,1
68,10991,6,4,1
50,8687,2,4,1
38,3884,5,14,0
18,2322,7,36,0
61,14921,6,25,1
28,3609,1,33,0
18,1724,3,12,1
63,3411,5,27,0
28,10507,9,13,1
24,10604,1,0,1
19,5848,9,17,0
32,12734,1,2,1
25,10746,2,13,0
69,1425,4,26,1
64,13141,6,6,1
43,13686,1,15,1
57,8097,7,41,0
59,8949,9,42,0
68,9495,9,31,0
52,7983,9,4,1
69,9295,2,1,1
63,8498,2,2,1
58,9555,1,6,1
58,8533,2,1,1
38,14393,3,34,1
55,5662,2,12,1
25,3847,5,5,0
60,6867,4,4,1
49,3723,7,42,0
25,13140,7,10,1
61,10300,7,17,1
27,6338,5,18,1
40,11607,4,46,1
21,2897,8,4,0
65,5820,4,7,1
69,1714,5,26,0
55,3872,8,49,0
47,6931,3,41,0
58,14553,7,13,1
40,2202,1,2,1
22,7084,2,3,1
38,1091,2,32,0
23,2523,5,39,0
66,6769,2,36,0
34,14817,4,33,1
42,13911,1,25,1
41,4979,6,11,0
39,9360,1,9,1
30,7244,2,42,1
34,10511,4,26,0
31,8152,4,36,0
51,3240,9,0,0
43,14772,5,19,1
36,10061,4,17,1
43,11958,5,46,0
20,12549,7,5,1
19,12479,9,6,1
45,14767,9,5,1
19,8106,1,28,0
39,1974,4,4,1
24,7371,4,40,0
21,5456,7,43,0
66,13330,6,46,1
55,3228,8,47,0
56,3558,4,2,1
37,11701,8,19,1
23,11525,6,4,0
26,2320,2,7,0
69,10771,1,0,1
48,8204,9,37,1
43,11100,8,34,0
53,10976,1,3,1
43,8250,4,4,1
45,2915,2,8,1
22,12172,2,7,1
68,9448,7,35,1
27,2240,5,46,0
35,3569,2,23,0
32,9941,1,22,1
50,4322,1,9,1
22,12478,4,17,0
54,5752,4,39,0
57,7463,2,10,1
39,9925,2,20,0
39,7554,4,10,1
39,8697,8,29,0
69,11578,6,29,1
32,5323,1,48,0
34,2259,8,39,0
68,3413,5,36,0
62,3905,6,19,1
45,11688,7,18,0
39,3554,6,7,0
38,8443,3,36,0
59,4704,2,42,0
34,11301,2,8,0
22,4402,3,24,1
35,5282,6,40,1
34,6656,1,3,1
21,8035,3,40,0
24,2528,2,22,1
42,1850,4,24,1
54,14632,1,13,1
57,14504,3,14,1
57,11493,4,38,0
60,5674,5,20,0
26,5409,4,29,0
36,12815,5,25,1
68,4295,1,47,0
26,5526,8,22,0
40,10571,2,47,1
48,12690,6,35,0
49,2415,2,27,0
69,3269,2,37,1
48,8270,8,23,1
34,3807,3,48,0
65,14985,8,11,1
56,10991,2,46,0
39,4608,1,34,0
52,8833,1,10,1
47,14530,7,4,1
68,8605,8,1,1
57,3813,1,46,0
54,11194,3,41,1
43,7870,4,45,0
23,8336,8,33,0
51,6711,7,20,1
49,3119,5,12,1
42,14886,7,18,1
68,6085,2,32,0
30,9647,7,5,1
55,12338,1,44,0
55,14574,6,35,1
19,6588,8,45,0
22,13897,7,22,1
28,7740,5,22,1
28,3884,3,40,1
41,1938,7,43,0
31,10876,9,3,1
62,11757,7,1,1
47,6740,1,40,0
57,14510,7,44,0
64,4409,2,25,1
61,3085,7,28,0
52,3366,5,24,0
38,7783,6,5,1
22,1139,6,1,1
55,8415,3,34,1
19,8061,9,11,1
57,6890,3,26,1
54,14970,2,19,1
66,1426,2,47,0
51,3902,7,38,0
28,3017,7,42,0
53,2218,2,23,1
28,13502,4,6,0
26,2912,5,25,1
23,7788,2,11,1
51,5636,8,49,0
64,12873,6,23,1
54,11628,5,32,1
49,10644,8,9,1
29,2717,6,31,0
62,3199,9,39,0
49,4174,7,23,0
34,2428,8,24,1
21,2311,7,47,0
59,9938,7,20,1
50,7276,8,20,0
60,8569,6,45,0
65,11981,4,21,1
60,4106,9,40,0
26,9037,8,1,1
51,3914,4,43,0
56,1753,3,36,0
68,1483,9,27,0
47,8812,5,35,0
67,12784,8,0,1
37,1387,9,25,0
56,10980,6,6,1
40,9736,9,4,0
58,3906,3,25,0
61,3965,6,12,0
52,3746,9,40,0
40,8178,2,26,0
65,5676,3,16,0
56,2161,7,9,1
40,5226,5,12,1
54,12514,9,22,1
40,10850,1,21,1
56,5461,8,33,0
45,1420,6,8,0
36,5519,2,9,1
66,11000,6,17,1
65,13179,1,34,0
47,6874,7,35,0
38,13257,9,10,1
41,3209,3,4,1
38,13382,4,46,1
43,2185,6,40,0
68,5930,5,9,1
67,2819,2,13,0
68,8396,8,16,1
53,14427,8,36,1
43,13750,2,21,1
50,1930,2,1,1
53,13968,7,20,1
21,12578,3,46,0
26,2353,9,20,1
25,1656,6,19,1
19,7429,3,19,1
46,2205,6,25,0
40,3867,8,44,0
23,9647,7,41,1
60,6014,7,24,0
53,5370,5,8,1
63,11276,4,40,1
38,3490,8,37,0
39,1874,9,14,0
26,12299,2,46,1
51,5163,5,12,1
43,10625,7,32,1
18,13647,5,9,1
53,4192,8,1,0
61,4738,8,9,0
22,13221,5,25,1
58,6043,8,38,0
39,8723,2,39,1
21,7625,5,11,1
65,6997,5,28,1
19,7233,9,47,0
33,7355,2,12,1
33,1574,3,23,0
39,10287,9,40,0
60,3895,6,30,0
18,2988,6,19,0
32,9481,4,10,1
41,7170,3,28,0
21,3467,8,40,0
35,14673,1,15,1
34,2588,9,35,0
24,6873,1,21,1
67,10670,2,45,0
62,9996,4,7,1
69,9803,5,19,1
69,1471,4,38,0
27,11161,8,20,1
18,13656,9,43,0
19,1409,5,38,0
66,10817,2,41,1
39,4959,1,29,1
49,4574,9,10,0
46,9352,5,23,1
52,8362,3,23,1
34,3725,4,38,0
29,6853,1,42,0
41,13058,8,19,1
47,5108,1,13,1
61,4478,5,22,1
47,11178,1,28,1
37,2878,8,14,1
59,12618,5,19,1
24,12509,5,25,0
59,7231,7,11,1
67,5534,6,22,1
55,1420,9,18,0
24,6771,8,32,1
66,4893,8,24,1
47,8423,3,16,0
29,14587,3,31,1
66,14318,5,21,1
48,1499,8,33,0
35,9437,3,37,0
63,5441,3,11,1
60,8371,8,0,1
19,8649,4,14,1
50,9671,1,17,1
28,6213,5,44,0
51,10525,5,36,1
33,3567,4,0,1
52,7048,6,1,0
69,13457,4,35,0
50,5214,7,15,0
38,9949,8,41,0
37,6853,1,24,1
25,11302,8,42,0
68,8284,4,19,1
43,1108,9,45,0
50,1745,2,48,0
43,10708,2,17,1
54,9155,3,32,1
47,7860,6,25,1
48,10815,4,14,1
50,13704,5,38,0
28,2348,8,41,0
58,8035,7,26,1
22,4311,8,0,0
19,9901,3,40,0
30,12779,2,22,1
35,13905,6,25,1
43,8786,3,35,0
42,13539,1,1,1
61,8353,8,39,0
31,1737,3,44,0
22,6532,6,21,1
59,11743,9,49,1
69,3201,7,21,0
19,7367,4,37,0
21,13885,6,46,0
29,14864,9,23,0
28,2441,1,26,0
21,14796,2,7,1
60,1683,1,12,0
26,2920,5,36,0
27,14983,5,12,1
44,11399,1,8,1
23,6170,1,35,1
32,6749,8,28,1
59,12543,8,21,0
48,11411,1,9,1
39,6715,7,40,1
23,4984,4,40,0
50,4415,1,46,1
46,7109,4,37,1
38,1270,8,38,0
69,14372,2,12,1
47,7832,9,35,0
38,11081,7,32,0
53,13916,5,40,1
39,6255,8,34,0
63,14289,7,20,0
37,7402,9,2,1
39,10471,6,3,1
69,7474,9,40,0
57,4994,1,9,1
28,12656,3,49,1
64,3830,1,17,1
48,2567,4,2,0
68,14565,7,1,1
57,11229,1,24,1
30,7410,3,4,1
35,7018,4,35,0
39,9985,3,49,1
34,10222,9,16,1
55,1859,6,20,1
42,13726,6,11,1
49,9742,9,30,1
32,7147,8,10,1
30,10757,6,17,1
43,1677,8,9,0
67,7450,9,33,0
28,9653,4,37,0
30,14859,5,41,1
50,10714,6,9,1
67,2234,7,5,1
54,10328,5,16,0
55,13404,5,6,0
18,6435,5,12,0
56,13850,7,43,1
44,8115,3,26,0
53,14744,8,2,1
49,8182,4,45,0
58,3248,4,4,1
32,8514,6,7,0
48,9315,8,27,0
23,9019,9,48,0
42,13443,1,10,1
66,5504,2,2,0
69,8375,6,23,0
35,5561,7,8,1
39,14041,5,14,0
48,14475,5,28,1
53,14059,6,19,1
26,14588,6,33,0
63,4930,4,11,0
20,4776,7,40,1
50,3884,9,26,0
44,6099,2,41,1
60,5489,8,45,0
18,3097,6,23,1
61,11964,3,49,1
26,10993,2,13,1
22,4673,6,35,0
32,9335,6,0,1
67,9357,5,6,1
26,4138,4,7,0
62,6139,9,28,1
45,9260,2,21,1
30,3501,4,44,0
41,9216,1,11,1
62,4928,4,26,0
27,3357,8,28,0
59,13299,3,48,0
39,1576,3,6,1
56,13521,6,25,0
39,12074,2,29,1
54,14204,4,17,1
69,8300,5,10,0
56,9782,8,37,0
37,2667,4,9,1
27,2298,5,26,0
27,7992,4,31,1
43,6831,3,21,1
42,13900,6,12,0
45,13439,9,37,0
30,12715,6,44,0
32,3263,7,40,0
23,5754,8,13,1
69,4863,1,11,0
29,5405,7,26,1
36,8400,8,22,0
49,13436,7,1,0
28,7480,1,38,1
55,4527,2,15,1
50,6598,4,22,1
19,7650,5,26,0
32,12538,9,6,0
53,4018,9,15,1
22,10396,2,38,0
32,8318,7,10,0
60,13068,3,13,1
27,6915,8,6,0
34,11443,9,24,0
51,5559,4,10,0
69,1973,2,44,0
41,13614,9,32,1
27,5244,2,31,0
69,10492,2,40,1
47,5008,9,19,0
20,9226,6,3,1
68,6997,5,36,0
54,9192,6,32,1
20,8885,9,43,1
57,3515,1,21,1
22,7747,7,35,1
45,11842,8,0,1
61,7213,4,41,0
31,6763,8,6,0
56,7400,1,7,1
28,2940,8,7,0
25,8010,3,25,0
54,10212,4,23,1
25,9283,8,26,0
29,5689,8,19,0
32,7515,2,39,0
36,8036,9,2,1
65,4891,4,6,1
63,3146,6,10,1
45,5093,8,30,0
24,11749,4,38,1
